comment,Score,k_id
e43qpa0,-0.064,3071
db2r4mp,-0.064,3072
dm2xn1b,-0.064,3073
dm31oh8,-0.064,3074
ej8of7i,-0.064,3075
d4jeboa,-0.064,3076
d6nwidi,-0.064,3077
ddil8w6,-0.064,3078
dfvi3sq,-0.064,3079
dp4bzeh,-0.064,3080
dsc2wn8,-0.064,3081
ey5if1y,-0.064,3082
df9rs8q,-0.064,3083
e3eqex5,-0.064,3084
er5mne3,-0.064,3085
dz025sn,-0.064,3086
e4t78f1,-0.064,3087
e4w37ep,-0.064,3088
evbo9yb,-0.064,3089
ex2bk2e,-0.064,3090
e4fo5zh,-0.065,3091
efu9r87,-0.065,3092
czhm7m8,-0.065,3093
d3ljnud,-0.065,3094
dunxf1e,-0.065,3095
e34hbs5,-0.065,3096
e64jn2w,-0.065,3097
eyk1fmw,-0.065,3098
dibauec,-0.065,3099
eodkh02,-0.065,3100
d504dne,-0.067,3101
cz8wj4i,-0.067,3102
dgveo3q,-0.067,3103
ehfgisr,-0.068,3104
cza1q49,-0.083,3105
cza2iji,-0.083,3106
cza47sd,-0.083,3107
cza4ldq,-0.083,3108
czlpdpo,-0.083,3109
d3ry205,-0.083,3110
d4z4s36,-0.083,3111
d4zwztt,-0.083,3112
d501xlr,-0.083,3113
dg6hhg5,-0.083,3114
dq5iy9e,-0.083,3115
dq5oec8,-0.083,3116
dq64u2l,-0.083,3117
dq6kki6,-0.083,3118
drd0969,-0.083,3119
duphfn6,-0.083,3120
dupu24c,-0.083,3121
dv8rj71,-0.083,3122
dza5ghr,-0.083,3123
dzb1wsq,-0.083,3124
e2s5g4o,-0.083,3125
e4flkoo,-0.083,3126
e4gn890,-0.083,3127
e7tdslw,-0.083,3128
e8k6wsi,-0.083,3129
e8kj5fb,-0.083,3130
e9di8p3,-0.083,3131
e9tekqv,-0.083,3132
e9uqzed,-0.083,3133
ebiuotf,-0.083,3134
ebiv8wd,-0.083,3135
ebizwyo,-0.083,3136
ebktcwu,-0.083,3137
ebn0fi6,-0.083,3138
ebnc22e,-0.083,3139
ebumwh0,-0.083,3140
eew4jcc,-0.083,3141
efzenim,-0.083,3142
eg6rkas,-0.083,3143
ejt20mg,-0.083,3144
ejt22km,-0.083,3145
ejt31bt,-0.083,3146
evk7spq,-0.083,3147
evooznv,-0.083,3148
cy7pra1,-0.083,3149
d0mqwh6,-0.083,3150
db1z08g,-0.083,3151
dc63xr1,-0.083,3152
dezs9et,-0.083,3153
dv9he3g,-0.083,3154
eugplv3,-0.083,3155
dedtchv,-0.083,3156
dg4bw19,-0.083,3157
dkrd8j1,-0.083,3158
dtj9eb3,-0.083,3159
e7n3okp,-0.083,3160
e7vqrta,-0.083,3161
evgq6c7,-0.083,3162
d3q5rls,-0.083,3163
d966x3k,-0.083,3164
ddjx1cv,-0.083,3165
dg1pktv,-0.083,3166
dnyr0oa,-0.083,3167
do44jox,-0.083,3168
dp3vfow,-0.083,3169
drp1rwa,-0.083,3170
dsinpqt,-0.083,3171
dtx3bcx,-0.083,3172
dunn66o,-0.083,3173
e0yu27x,-0.083,3174
e0yubsv,-0.083,3175
e34js2s,-0.083,3176
ejdt582,-0.083,3177
ep8yk6i,-0.083,3178
eua882x,-0.083,3179
ey505c1,-0.083,3180
d74u6dz,-0.083,3181
d7cm7ly,-0.083,3182
d7d2vd8,-0.083,3183
dnd36i7,-0.083,3184
dvjm08u,-0.083,3185
eg1a0sj,-0.083,3186
epvspeo,-0.083,3187
eb58h8d,-0.083,3188
efjb4zq,-0.083,3189
efuay7e,-0.083,3190
eg8j331,-0.083,3191
ej53y48,-0.083,3192
ejqbz5r,-0.083,3193
elzro8h,-0.083,3194
emqaydd,-0.083,3195
eqz8vsw,-0.083,3196
er5b3dx,-0.083,3197
ewlg1r6,-0.083,3198
dqyn8nt,-0.083,3199
e1ez888,-0.083,3200
e1ge1vn,-0.083,3201
e3kc74h,-0.083,3202
el1rdcn,-0.083,3203
dbdxl20,-0.083,3204
dbf1cxq,-0.083,3205
dibltib,-0.083,3206
e4w73og,-0.083,3207
e4xej0i,-0.083,3208
eem3u95,-0.083,3209
emd8u3r,-0.083,3210
etw2ql8,-0.083,3211
ew7f7qm,-0.083,3212
ewfvcj9,-0.083,3213
exrxyym,-0.083,3214
czjjjyo,-0.085,3215
dq6dhlj,-0.085,3216
dq6usqj,-0.085,3217
dupvobx,-0.085,3218
dzah4nw,-0.085,3219
e8jhm8m,-0.085,3220
ebmyq98,-0.085,3221
efzla44,-0.085,3222
ejfg7am,-0.085,3223
evkc9xt,-0.085,3224
d0ly13k,-0.085,3225
dv9u3ee,-0.085,3226
dwq5fhr,-0.085,3227
e43dcgv,-0.085,3228
eeo8zs8,-0.085,3229
cye72jt,-0.085,3230
dfv0a2f,-0.085,3231
dmu7m36,-0.085,3232
dscwoqi,-0.085,3233
dvw2jls,-0.085,3234
dvw6skg,-0.085,3235
ecds00l,-0.085,3236
d7cvy5f,-0.085,3237
d8jivhu,-0.085,3238
ddhsjoc,-0.085,3239
dq3cg85,-0.085,3240
dqd3w2n,-0.085,3241
ed8d94a,-0.085,3242
eg8sodu,-0.085,3243
dq9laq8,-0.085,3244
dzg2n96,-0.085,3245
edt9r9e,-0.085,3246
czjjwfs,-0.087,3247
czkdrpn,-0.087,3248
eb62a4e,-0.087,3249
ejsyvmh,-0.087,3250
evk80vk,-0.087,3251
d6gwqwf,-0.087,3252
dg2i9y3,-0.087,3253
da73wt6,-0.087,3254
dvivis2,-0.089,3255
e9uw604,-0.089,3256
efzhfvx,-0.089,3257
dp4px31,-0.089,3258
d7t5nx5,-0.091,3259
dzgzlk9,-0.091,3260
cza6wrd,-0.104,3261
czam31j,-0.104,3262
czatwk3,-0.104,3263
d4zb0hi,-0.104,3264
d5d38wx,-0.104,3265
drd2vco,-0.104,3266
dt6hg39,-0.104,3267
dup3b7l,-0.104,3268
duptfxh,-0.104,3269
dvizmdu,-0.104,3270
dvj5bwo,-0.104,3271
dvjjpo2,-0.104,3272
e2rzyc5,-0.104,3273
e2slaxo,-0.104,3274
e7w0uno,-0.104,3275
e7wo94x,-0.104,3276
e8kl3xs,-0.104,3277
e8kqspc,-0.104,3278
e9tdeab,-0.104,3279
e9u7hbm,-0.104,3280
eb5y2qq,-0.104,3281
ebivevm,-0.104,3282
ebu4gpu,-0.104,3283
ebu9e23,-0.104,3284
eervqsj,-0.104,3285
eescmpl,-0.104,3286
efh41vg,-0.104,3287
efo4e70,-0.104,3288
efo6e0p,-0.104,3289
efq4ycd,-0.104,3290
efzbq28,-0.104,3291
eg1gx6e,-0.104,3292
ejszfiu,-0.104,3293
ejt0ujd,-0.104,3294
evkngye,-0.104,3295
cz2puf3,-0.104,3296
dchqqqf,-0.104,3297
dduj3mk,-0.104,3298
dgzz23u,-0.104,3299
do8bxw4,-0.104,3300
do8fsow,-0.104,3301
dvdleyk,-0.104,3302
dvdnkpe,-0.104,3303
e8y2r9c,-0.104,3304
eelu8lk,-0.104,3305
eempfuy,-0.104,3306
d8sqjds,-0.104,3307
dtj859g,-0.104,3308
duqcp86,-0.104,3309
cybf1vr,-0.104,3310
cybkic6,-0.104,3311
cyerfmd,-0.104,3312
cyewje8,-0.104,3313
d4jl740,-0.104,3314
d7t7ajb,-0.104,3315
d7tt6ku,-0.104,3316
d9gz3ru,-0.104,3317
d9h5isl,-0.104,3318
dfu75cw,-0.104,3319
dfurk2g,-0.104,3320
dg2365p,-0.104,3321
dlbt9wt,-0.104,3322
dp3yvib,-0.104,3323
dp42rde,-0.104,3324
dsj1nzs,-0.104,3325
dtxy6db,-0.104,3326
dvw3k94,-0.104,3327
dwog06k,-0.104,3328
eal7wqw,-0.104,3329
eam8wh9,-0.104,3330
ean0a7x,-0.104,3331
ejeowzj,-0.104,3332
eua8ape,-0.104,3333
d75phn6,-0.104,3334
d7br625,-0.104,3335
d8jlev6,-0.104,3336
deqlj95,-0.104,3337
dgjprx0,-0.104,3338
dk4gzl2,-0.104,3339
dqifu0j,-0.104,3340
e3arphg,-0.104,3341
ed8wj8u,-0.104,3342
ejch7w5,-0.104,3343
dwskdi2,-0.104,3344
e63qrdb,-0.104,3345
e63z3bk,-0.104,3346
eahcvnr,-0.104,3347
eb4fnbz,-0.104,3348
eeahg9w,-0.104,3349
eeba4bq,-0.104,3350
efgilg0,-0.104,3351
efs8838,-0.104,3352
eg82bwn,-0.104,3353
egknbr3,-0.104,3354
ehvv1f9,-0.104,3355
emvz9ip,-0.104,3356
enojmsm,-0.104,3357
eoj04qn,-0.104,3358
er6dgkn,-0.104,3359
ev5xujy,-0.104,3360
eym5c9w,-0.104,3361
dh7lyhw,-0.104,3362
dix8smx,-0.104,3363
diyso57,-0.104,3364
dwn1o00,-0.104,3365
dybsni4,-0.104,3366
e08dnqe,-0.104,3367
e1ukcsc,-0.104,3368
eff3y6z,-0.104,3369
eibaphu,-0.104,3370
cyv6j5z,-0.104,3371
dh4shwu,-0.104,3372
e3ws5zd,-0.104,3373
e7m5ggp,-0.104,3374
erti3o1,-0.104,3375
czjhr7r,-0.106,3376
czyn4e0,-0.106,3377
dg6hcen,-0.106,3378
dg6zew7,-0.106,3379
dza2lo2,-0.106,3380
dzizhgx,-0.106,3381
e0l0m1i,-0.106,3382
efz8nmh,-0.106,3383
df0ciet,-0.106,3384
e826b8h,-0.106,3385
es557wt,-0.106,3386
duqh7rk,-0.106,3387
cybl1qx,-0.106,3388
d7tpw35,-0.106,3389
dfuu8sk,-0.106,3390
dlbefhs,-0.106,3391
doc0181,-0.106,3392
dovje8k,-0.106,3393
dp3pza2,-0.106,3394
dp4m035,-0.106,3395
dpqkh8i,-0.106,3396
dqoonp0,-0.106,3397
etv266e,-0.106,3398
deqm9cy,-0.106,3399
eftxo2j,-0.106,3400
eymgg49,-0.106,3401
dgjy7yj,-0.106,3402
e51hli2,-0.106,3403
ejwjlqs,-0.106,3404
cza9u51,-0.109,3405
czke3gd,-0.109,3406
dupu98t,-0.109,3407
e9tbutg,-0.109,3408
ebisjto,-0.109,3409
db1lq3s,-0.109,3410
ddus8kw,-0.109,3411
dxz9fhw,-0.109,3412
dg5cynr,-0.109,3413
dxmqwj0,-0.109,3414
d7tamza,-0.109,3415
dfv7kfq,-0.109,3416
dupyjp5,-0.111,3417
ex2yh80,-0.111,3418
czjenf6,-0.125,3419
czjg3r8,-0.125,3420
czymhta,-0.125,3421
d4yygtx,-0.125,3422
dq65wt6,-0.125,3423
drd2leo,-0.125,3424
drjehg7,-0.125,3425
dupt8du,-0.125,3426
dv7traw,-0.125,3427
dv85rjx,-0.125,3428
dv8m63i,-0.125,3429
dz9rzvr,-0.125,3430
dzafk67,-0.125,3431
dzjpx1m,-0.125,3432
dzk9c7j,-0.125,3433
e0jp1xq,-0.125,3434
e4fpzcy,-0.125,3435
e7td6jt,-0.125,3436
e7trznr,-0.125,3437
e8jjap7,-0.125,3438
e8kqbbi,-0.125,3439
e9uc0ph,-0.125,3440
e9v48b7,-0.125,3441
eb62df9,-0.125,3442
eb63r9k,-0.125,3443
eb65718,-0.125,3444
ebmxo02,-0.125,3445
ebn4iib,-0.125,3446
ebu4cdt,-0.125,3447
eeuam3p,-0.125,3448
efq49le,-0.125,3449
efq6azl,-0.125,3450
efsj64k,-0.125,3451
efzbut8,-0.125,3452
efzdmtz,-0.125,3453
efziuia,-0.125,3454
efzlu1i,-0.125,3455
ejfgib4,-0.125,3456
eju16gc,-0.125,3457
emord08,-0.125,3458
evkb91w,-0.125,3459
cz2ohm8,-0.125,3460
dcszut7,-0.125,3461
df06u3m,-0.125,3462
df0x7p0,-0.125,3463
dvwd0vt,-0.125,3464
dwqes1q,-0.125,3465
dwqtexf,-0.125,3466
e3twcab,-0.125,3467
ewa8exl,-0.125,3468
duqj8av,-0.125,3469
dyn2hnp,-0.125,3470
e6l9z9d,-0.125,3471
e7vfvq2,-0.125,3472
evevera,-0.125,3473
evfm69b,-0.125,3474
d4juwu0,-0.125,3475
d4jy4ky,-0.125,3476
d4k3nm1,-0.125,3477
d6h6pvv,-0.125,3478
d6nyfmu,-0.125,3479
d6pa0t8,-0.125,3480
d966xaf,-0.125,3481
d9cbit6,-0.125,3482
d9hb8ja,-0.125,3483
ddhie4v,-0.125,3484
dlbd519,-0.125,3485
dmv53cm,-0.125,3486
dnywxq0,-0.125,3487
dnz6wjp,-0.125,3488
dnzco14,-0.125,3489
dnzffks,-0.125,3490
dowb4bm,-0.125,3491
dp3p64i,-0.125,3492
dp48d8e,-0.125,3493
dp4bu6u,-0.125,3494
drp76q7,-0.125,3495
dsc2ux1,-0.125,3496
dsjap4e,-0.125,3497
dtxtpgu,-0.125,3498
e10j5du,-0.125,3499
e3p7gr6,-0.125,3500
e3ps4ik,-0.125,3501
e8co6va,-0.125,3502
e8coyq4,-0.125,3503
ecdg6qk,-0.125,3504
ejf28r5,-0.125,3505
dgj2lx3,-0.125,3506
dgj46rj,-0.125,3507
dq3as3n,-0.125,3508
dqig9hi,-0.125,3509
duk50vw,-0.125,3510
e3amalh,-0.125,3511
eay5nx0,-0.125,3512
egpho7q,-0.125,3513
egpih67,-0.125,3514
egq5wen,-0.125,3515
ejcdljm,-0.125,3516
ejcjy6a,-0.125,3517
ens88ac,-0.125,3518
e88hvlz,-0.125,3519
eeiipvi,-0.125,3520
ei99jlw,-0.125,3521
ejsfyzc,-0.125,3522
eli6ijt,-0.125,3523
em0n0h4,-0.125,3524
embhlvo,-0.125,3525
ep1q2g9,-0.125,3526
ep5513h,-0.125,3527
eqz0d45,-0.125,3528
er6bn5g,-0.125,3529
eu24qkt,-0.125,3530
eu3snvz,-0.125,3531
dwmhy0b,-0.125,3532
e2va6ii,-0.125,3533
e2veb51,-0.125,3534
e8cs6px,-0.125,3535
ec4zipt,-0.125,3536
efnnvw2,-0.125,3537
ega4m8f,-0.125,3538
egtuczn,-0.125,3539
ejzs7dx,-0.125,3540
el118aj,-0.125,3541
d8nbq2i,-0.125,3542
dbdz0lv,-0.125,3543
dbf0o4u,-0.125,3544
ec1lujj,-0.125,3545
ejx2ejx,-0.125,3546
eluijui,-0.125,3547
embdelk,-0.125,3548
eugq6xz,-0.125,3549
ewx5mfm,-0.125,3550
ewybokz,-0.125,3551
dq618k3,-0.128,3552
dvj1zmr,-0.128,3553
dzacmr1,-0.128,3554
dzb5q5m,-0.128,3555
e7uxa6o,-0.128,3556
e7wlu24,-0.128,3557
e8jjnxj,-0.128,3558
e9vnrwo,-0.128,3559
ebn269q,-0.128,3560
efzbbzl,-0.128,3561
efzdmun,-0.128,3562
evkler0,-0.128,3563
dyf44uw,-0.128,3564
enkrz5b,-0.128,3565
dxmxxuf,-0.128,3566
d96gdn1,-0.128,3567
dmv03te,-0.128,3568
dnz8uc7,-0.128,3569
dsc0p8x,-0.128,3570
e0yubr7,-0.128,3571
eua95yl,-0.128,3572
df9srtw,-0.128,3573
dnb1pqe,-0.128,3574
er79z2d,-0.128,3575
deiwayp,-0.128,3576
dwxs838,-0.128,3577
dyy97mi,-0.128,3578
czymrir,-0.13,3579
eesc024,-0.13,3580
ejszofa,-0.13,3581
eal6g44,-0.13,3582
e3avcau,-0.13,3583
d0b322g,-0.133,3584
efzam75,-0.14,3585
cza2bw8,-0.146,3586
czjep9r,-0.146,3587
czjgxgu,-0.146,3588
czyp7ct,-0.146,3589
d3rxly8,-0.146,3590
dq5j1ig,-0.146,3591
dq5kefu,-0.146,3592
dq5zgd8,-0.146,3593
drdoo9s,-0.146,3594
drdvg64,-0.146,3595
dre4c0j,-0.146,3596
du9rrh5,-0.146,3597
dv7sdvb,-0.146,3598
dvj051b,-0.146,3599
e2rz501,-0.146,3600
e4ewlvm,-0.146,3601
e7urday,-0.146,3602
e7vqlle,-0.146,3603
e8jim67,-0.146,3604
e9eaggr,-0.146,3605
e9ewll3,-0.146,3606
e9tj13y,-0.146,3607
eb6ro9f,-0.146,3608
ebjrjgr,-0.146,3609
ebkix21,-0.146,3610
ebn7bun,-0.146,3611
ebu5pxc,-0.146,3612
ees9zy4,-0.146,3613
eeu9gu2,-0.146,3614
efzfgbk,-0.146,3615
efzjflw,-0.146,3616
evkcqx3,-0.146,3617
d9rn031,-0.146,3618
ddtxssr,-0.146,3619
df0xi6d,-0.146,3620
dss37qf,-0.146,3621
dt6r9ui,-0.146,3622
e8rxx1m,-0.146,3623
enl03ri,-0.146,3624
es42974,-0.146,3625
ewaz5pg,-0.146,3626
db2bsiw,-0.146,3627
dheb0n7,-0.146,3628
dm32otc,-0.146,3629
dtiwjk2,-0.146,3630
ej7z3fs,-0.146,3631
elqlg87,-0.146,3632
d4jign5,-0.146,3633
d4jr75z,-0.146,3634
d6o1hjr,-0.146,3635
d6ykk4q,-0.146,3636
ddhknyg,-0.146,3637
ddj55g6,-0.146,3638
dfuqz4p,-0.146,3639
dlbbn6u,-0.146,3640
dlc86cn,-0.146,3641
dmty8bl,-0.146,3642
dnz93bb,-0.146,3643
dnz9bxj,-0.146,3644
do46d3w,-0.146,3645
dp3sbl0,-0.146,3646
dp4fnat,-0.146,3647
drot1ug,-0.146,3648
dsd6gdx,-0.146,3649
dsitqpy,-0.146,3650
dsjfk7q,-0.146,3651
dtwpdg5,-0.146,3652
dvvz93c,-0.146,3653
e0zqm2q,-0.146,3654
e7oznx4,-0.146,3655
e7qrj9z,-0.146,3656
ep8esq4,-0.146,3657
epbia03,-0.146,3658
eu9xgka,-0.146,3659
eua7l98,-0.146,3660
eua88ku,-0.146,3661
ewv8rz9,-0.146,3662
dfaaa87,-0.146,3663
dolt44h,-0.146,3664
dvftz77,-0.146,3665
ehp64sy,-0.146,3666
epxb90x,-0.146,3667
eb2ksfh,-0.146,3668
eg7etio,-0.146,3669
ekcvgib,-0.146,3670
ekltr5g,-0.146,3671
em39ht2,-0.146,3672
emtypz7,-0.146,3673
eq6yjuu,-0.146,3674
erj11mz,-0.146,3675
erjbk76,-0.146,3676
eyn94go,-0.146,3677
dbvbhyi,-0.146,3678
dpap6bs,-0.146,3679
dqag0qt,-0.146,3680
dwxhjvh,-0.146,3681
e1fi2gc,-0.146,3682
e1my8ld,-0.146,3683
e4crrhb,-0.146,3684
ec4oyoy,-0.146,3685
egtvwz7,-0.146,3686
eip63jz,-0.146,3687
eisey77,-0.146,3688
eyh6jzo,-0.146,3689
cz2zjum,-0.146,3690
d7k3sfj,-0.146,3691
dh54ngx,-0.146,3692
e4w3ydj,-0.146,3693
e4w6e6p,-0.146,3694
ehd5d86,-0.146,3695
ei5c95u,-0.146,3696
eobf9er,-0.146,3697
ex0xjsp,-0.146,3698
e0l27kt,-0.149,3699
e9u4qqz,-0.149,3700
ejfg7ig,-0.149,3701
dlbnivq,-0.149,3702
edaridq,-0.149,3703
d8qf80m,-0.149,3704
dhdziua,-0.149,3705
dw10ph7,-0.149,3706
ec3vhcm,-0.149,3707
eglocdg,-0.149,3708
d968qda,-0.149,3709
ddi4h7w,-0.149,3710
dg242ks,-0.149,3711
dp4q728,-0.149,3712
dpzgrqa,-0.149,3713
dvvkbv4,-0.149,3714
dfa6qwf,-0.149,3715
ep35d1h,-0.149,3716
db6gk7s,-0.149,3717
e1fc047,-0.149,3718
ec4ukcw,-0.149,3719
e9693kr,-0.149,3720
dq5d6u5,-0.152,3721
e2sp236,-0.152,3722
eev0rw7,-0.152,3723
d0lyvcj,-0.152,3724
dv9l6pq,-0.152,3725
deo8s1i,-0.152,3726
e5gjwsw,-0.152,3727
epxihq4,-0.152,3728
ecn5h9u,-0.152,3729
eg7osl7,-0.152,3730
damcatc,-0.156,3731
dhpn28h,-0.156,3732
dpqo2q8,-0.156,3733
ewv52qt,-0.156,3734
enflspb,-0.156,3735
cza3avu,-0.167,3736
czjxluw,-0.167,3737
czyj9vs,-0.167,3738
czyjhfs,-0.167,3739
czyk71o,-0.167,3740
d3rxh7k,-0.167,3741
d3s2imq,-0.167,3742
dq6gisw,-0.167,3743
duq04lj,-0.167,3744
duq2tcp,-0.167,3745
dv7tf9u,-0.167,3746
dv8l1u2,-0.167,3747
dvkagus,-0.167,3748
dz9rsgx,-0.167,3749
dz9xnwr,-0.167,3750
e0kvr1x,-0.167,3751
e2rzeeh,-0.167,3752
e2sp30m,-0.167,3753
e7uy5lm,-0.167,3754
e7w5buy,-0.167,3755
e863hv8,-0.167,3756
e8kb6lr,-0.167,3757
e8kioyg,-0.167,3758
e9cygat,-0.167,3759
e9d9ssv,-0.167,3760
eb61ech,-0.167,3761
eb62gl6,-0.167,3762
eb63g2u,-0.167,3763
eb6di1g,-0.167,3764
ebkq7x3,-0.167,3765
ebks6ul,-0.167,3766
ebkyxov,-0.167,3767
ebu604u,-0.167,3768
ebufyvu,-0.167,3769
ebuih8u,-0.167,3770
eexfsi2,-0.167,3771
efs1vj0,-0.167,3772
efz8a85,-0.167,3773
efzmejz,-0.167,3774
efzmpr0,-0.167,3775
ejt3vw4,-0.167,3776
em7i3vc,-0.167,3777
evkp19g,-0.167,3778
cy8vexd,-0.167,3779
d5q7g40,-0.167,3780
danqr0k,-0.167,3781
dchfjnc,-0.167,3782
dcu5e09,-0.167,3783
dryqvbv,-0.167,3784
e83evrx,-0.167,3785
e8vq3or,-0.167,3786
e8wj9aq,-0.167,3787
edavit3,-0.167,3788
enmbekf,-0.167,3789
eugedj1,-0.167,3790
d43djfk,-0.167,3791
d6qmm04,-0.167,3792
dg5da2u,-0.167,3793
du3yvl5,-0.167,3794
dz5sa25,-0.167,3795
dz5t8ud,-0.167,3796
dz7vtfr,-0.167,3797
e5bs2ti,-0.167,3798
eaiele1,-0.167,3799
eeaj1jj,-0.167,3800
elez8tn,-0.167,3801
enw9e61,-0.167,3802
d2v38nl,-0.167,3803
d3ll4tx,-0.167,3804
d4jxs5f,-0.167,3805
d6p7ckw,-0.167,3806
d6p8j4p,-0.167,3807
d96dngh,-0.167,3808
d9cbvf1,-0.167,3809
ddij1sl,-0.167,3810
dditphh,-0.167,3811
dfuuopk,-0.167,3812
dg36ko5,-0.167,3813
do434v9,-0.167,3814
doc4fzj,-0.167,3815
dp3grfg,-0.167,3816
dp52m5q,-0.167,3817
dpwh1q8,-0.167,3818
dsc5acc,-0.167,3819
dvvupbr,-0.167,3820
dzlpvy6,-0.167,3821
e0zzgl9,-0.167,3822
e5fcj77,-0.167,3823
e8cnw34,-0.167,3824
eakw1qm,-0.167,3825
ecd2t8k,-0.167,3826
ecedcvw,-0.167,3827
ejd4ijm,-0.167,3828
ejd7m3v,-0.167,3829
ejdtqj3,-0.167,3830
ethptf3,-0.167,3831
etu7sc2,-0.167,3832
ewutmd5,-0.167,3833
d8juejf,-0.167,3834
d9l7vt2,-0.167,3835
ddhp7gw,-0.167,3836
dihsd2f,-0.167,3837
djx9wdh,-0.167,3838
dq3gnww,-0.167,3839
du0iwf4,-0.167,3840
dvfw64l,-0.167,3841
dvjklkr,-0.167,3842
e021a4f,-0.167,3843
eta2bf1,-0.167,3844
e6cis8j,-0.167,3845
efg9fan,-0.167,3846
egxtztf,-0.167,3847
em6d9jf,-0.167,3848
eneome5,-0.167,3849
ep4ex0m,-0.167,3850
esi9njz,-0.167,3851
dbvrxcb,-0.167,3852
dei4vqo,-0.167,3853
dgjvbgd,-0.167,3854
dqdm4a2,-0.167,3855
dqik4pu,-0.167,3856
dwf4l9u,-0.167,3857
dwn8dv8,-0.167,3858
dybkevn,-0.167,3859
e4t99ea,-0.167,3860
e53aajj,-0.167,3861
e8cky1a,-0.167,3862
ec7u7l9,-0.167,3863
edm2rh2,-0.167,3864
efff95b,-0.167,3865
eykgkx6,-0.167,3866
eykwr80,-0.167,3867
d8ob6k2,-0.167,3868
dbepxmb,-0.167,3869
dqcy0jn,-0.167,3870
dryfk0m,-0.167,3871
dtfe7uj,-0.167,3872
e4607i6,-0.167,3873
edfas57,-0.167,3874
efa39mg,-0.167,3875
em266ge,-0.167,3876
epi4xno,-0.167,3877
ewfvtmr,-0.167,3878
dg7cmq8,-0.17,3879
e2s807o,-0.17,3880
e4fgm52,-0.17,3881
e9umcy6,-0.17,3882
ebu96b9,-0.17,3883
evk8cfb,-0.17,3884
evk8zhb,-0.17,3885
dxziz9z,-0.17,3886
d43iugw,-0.17,3887
dg5f9p9,-0.17,3888
dnyeirf,-0.17,3889
dp4i4r5,-0.17,3890
e0zph8j,-0.17,3891
etv4pde,-0.17,3892
elzumyr,-0.17,3893
em2sogi,-0.17,3894
em7jxwu,-0.17,3895
emr4mb8,-0.17,3896
eu2672b,-0.17,3897
e4szzqx,-0.17,3898
e8u51le,-0.17,3899
ecwwc2z,-0.17,3900
efgyop6,-0.17,3901
cyv4fip,-0.17,3902
cza37ue,-0.174,3903
dq5dunt,-0.174,3904
ebkiw72,-0.174,3905
d0b3tvk,-0.174,3906
ew8usvn,-0.174,3907
dsccdvq,-0.174,3908
e7pj09o,-0.174,3909
dfn8ie9,-0.178,3910
d4zpcky,-0.182,3911
cza5maz,-0.188,3912
czjew3p,-0.188,3913
d4zw6t5,-0.188,3914
dq5mco9,-0.188,3915
dq636t9,-0.188,3916
drdnnxg,-0.188,3917
dup3iui,-0.188,3918
dupt3ai,-0.188,3919
duq6wdk,-0.188,3920
dv7wu0m,-0.188,3921
dvjmlp9,-0.188,3922
dvk1az1,-0.188,3923
dza964n,-0.188,3924
e0jlurq,-0.188,3925
e0liix6,-0.188,3926
e2ryf7f,-0.188,3927
e2rzo10,-0.188,3928
e4fky32,-0.188,3929
e8l1nx0,-0.188,3930
eb60ku8,-0.188,3931
ebis4tp,-0.188,3932
ebp1x5h,-0.188,3933
ebukur6,-0.188,3934
ebuucgb,-0.188,3935
ed4yak6,-0.188,3936
eeu3f5p,-0.188,3937
efuoucl,-0.188,3938
efzej0i,-0.188,3939
ejt2an7,-0.188,3940
ejt3g2w,-0.188,3941
evopuvb,-0.188,3942
cy6sn5u,-0.188,3943
cz9n1yg,-0.188,3944
d3u7046,-0.188,3945
d4pakco,-0.188,3946
dc9cq7n,-0.188,3947
dlbrsl1,-0.188,3948
dwc248q,-0.188,3949
ejbkisj,-0.188,3950
d8rcxck,-0.188,3951
d9wbp2f,-0.188,3952
dn60obz,-0.188,3953
dtjj37e,-0.188,3954
du3g03f,-0.188,3955
e7npmp8,-0.188,3956
e7t1xht,-0.188,3957
e7t2f6y,-0.188,3958
e8lbi4w,-0.188,3959
e8lsg64,-0.188,3960
ej668kk,-0.188,3961
eowdk0w,-0.188,3962
exk1tcw,-0.188,3963
cybb1os,-0.188,3964
cycd6on,-0.188,3965
cye61hm,-0.188,3966
cyegocw,-0.188,3967
cyfgged,-0.188,3968
d2u2jwy,-0.188,3969
d2vhkhv,-0.188,3970
d3livkq,-0.188,3971
d6h6v91,-0.188,3972
d7t4ki6,-0.188,3973
d9672si,-0.188,3974
d9h6an6,-0.188,3975
dfmytmx,-0.188,3976
dfuumb4,-0.188,3977
dmuv4k5,-0.188,3978
dnzopuc,-0.188,3979
dovytc2,-0.188,3980
dp3oke0,-0.188,3981
dp49cer,-0.188,3982
drqyjmn,-0.188,3983
dsddas1,-0.188,3984
dsilxw4,-0.188,3985
dtxin07,-0.188,3986
dvvum67,-0.188,3987
dw9ns11,-0.188,3988
e3pcnoe,-0.188,3989
eaktfdj,-0.188,3990
efcm82y,-0.188,3991
ejd9it2,-0.188,3992
eje82m1,-0.188,3993
ep69f02,-0.188,3994
escpa3h,-0.188,3995
etuh625,-0.188,3996
ewumsz3,-0.188,3997
ey5djd5,-0.188,3998
ey6jedy,-0.188,3999
d7bt1u4,-0.188,4000
ddhnl4s,-0.188,4001
deqjoug,-0.188,4002
df9ydzu,-0.188,4003
dgj4cgt,-0.188,4004
dihqp1y,-0.188,4005
ecx319c,-0.188,4006
ebn3ofq,-0.188,4007
efo3dgp,-0.188,4008
