comment_id,post_id,offensiveness_score
e7v4w4s,9oiksu,-0.396
e7v8fdm,9oiksu,-0.043
e7vbrr4,9oiksu,-0.583
e7ve0bj,9oiksu,0.042
e7vfvq2,9oiksu,-0.125
e7vgai5,9oiksu,-0.417
e7vh7kx,9oiksu,-0.396
e7vmhvh,9oiksu,-0.417
e7vqrta,9oiksu,-0.083
e7vrtwm,9oiksu,-0.696
e7vrxif,9oiksu,-0.479
e7vv979,9oiksu,-0.208
e7vwszp,9oiksu,-0.438
e8lbf6s,9s1f71,-0.289
e8lbi4w,9s1f71,-0.188
e8lbn14,9s1f71,0.255
e8ljn0d,9s1f71,0.062
e8lk4uf,9s1f71,-0.208
e8lsg64,9s1f71,-0.188
e8lvnd7,9s1f71,-0.312
e8lvpjy,9s1f71,-0.191
e8mck4v,9s1f71,-0.326
e8mhljp,9s1f71,-0.229
e9drgif,9nldf7,-0.208
eaiele1,9nldf7,-0.167
ec3vhcm,9nldf7,-0.149
ecd5owp,9nldf7,-0.383
ecmrqxv,95gf7o,-0.298
ed3hxg7,abwrld,-0.574
ed3i4o1,abwrld,0
ed3iggp,abwrld,-0.667
ed456mj,abwrld,-0.417
ed459mp,abwrld,-0.292
ed46212,abwrld,-0.396
ed48zli,abwrld,-0.312
ee7yh4u,agpj8u,-0.25
ee98vhv,agpj8u,0.583
ee9i4l5,agpj8u,-0.404
ee9m6e5,agpj8u,0
ee9xqyi,agpj8u,-0.625
eeafcnf,agpj8u,-0.042
eeaj1jj,agpj8u,-0.167
eeapo3r,agpj8u,-0.062
eebeshn,agpj8u,0.213
egktx4u,aqxc4b,0.167
egl6sko,aqxc4b,0.125
egl8w8h,aqxc4b,0
eglcryh,aqxc4b,0.739
eglocdg,aqxc4b,-0.149
egm2z6d,aqxc4b,0.021
ej668kk,b4ebif,-0.188
ej66fpp,b4ebif,0.771
ej6d7ae,b4ebif,-0.208
ej6jome,b4ebif,-0.542
ej6md0j,b4ebif,0.362
ej7qw5v,b4ebif,-0.042
ej7rll0,b4ebif,-0.261
ej7z3fs,b4ebif,-0.146
ej8b3sk,b4ebif,0.021
ej8of7i,b4ebif,-0.064
ej8q0ts,b4ebif,-0.208
ej8q161,b4ebif,0.021
ej8w3pj,b4ebif,-0.34
el7sgvp,beof2u,-0.298
el7upva,beof2u,-0.354
elbpdn7,bf6cm0,0.062
elbsp1g,bf6cm0,0.083
elcjlgw,bf6cm0,-0.542
eldz0op,bfi5hg,0.688
elens3h,bfi5hg,0.312
eleo9fe,bf6cm0,-0.292
elevf0r,bf6cm0,-0.042
elevuin,bf6cm0,0.277
elez8tn,bf6cm0,-0.167
elg1a4n,bfi5hg,-0.438
elg7rph,bfi5hg,0.708
elg9lc5,bfi5hg,0.596
elgii1q,bfi5hg,0.188
elh3hze,bfi5hg,0.167
elkvuvk,bgg0fr,-0.354
elmoj0s,bgg0fr,-0.511
elmzxz4,bgg0fr,-0.521
eln028i,bgg0fr,-0.63
elqlg87,bf6cm0,-0.146
en6wigh,beof2u,0.375
ensvv2e,bf6cm0,0.646
enw9e61,agpj8u,-0.167
eoeapz1,beof2u,0.354
eotxghb,bt4lsu,-0.062
eou3mmb,bt4lsu,0.583
eou4hap,bt4lsu,0.447
eouiev7,bt4lsu,0.787
eouj90u,bt4lsu,0.261
eoum3lt,bt4lsu,0.696
eouvtf6,bt4lsu,-0.208
eovg7jt,bt4lsu,0.229
eovlacp,bt4lsu,0.5
eovnsya,bt4lsu,-0.562
eovyph0,bt4lsu,0.479
eow6jv6,bt4lsu,0.167
eowdk0w,bt4lsu,-0.188
eowdy1z,bt4lsu,-0.333
eowgy19,bt4lsu,0.458
eowifji,bt4lsu,0.646
eud1nsw,beof2u,-0.708
evd99jp,cje9kz,-0.646
evdgvgi,cje9kz,-0.646
evevera,cje9kz,-0.125
evew565,cje9kz,-0.708
evewr1e,cje9kz,0.146
evf38u5,cje9kz,-0.255
evf8hyn,cje9kz,0.042
evfcdmq,cje9kz,-0.312
evfm69b,cje9kz,-0.125
evgid8t,cje9kz,-0.021
evgq6c7,cje9kz,-0.083
evy8jq8,cje9kz,0.562
ew8mxly,cnbls5,-0.667
ew8q7v5,cnbls5,-0.458
ew8usvn,cnbls5,-0.174
ew93he3,cnbls5,0.062
ewa6s86,cnbls5,-0.292
exj7hsh,ct879o,-0.25
exk1tcw,ct879o,-0.188
exka0e8,ct879o,0.229
exkc8fk,ct879o,-0.646
exkg8ul,ct879o,-0.604
exkgvk5,ct879o,0.562
exkh4ci,ct879o,0.625
exmzqmg,ct879o,0.188
exn2qgr,ct879o,0.298
exn41tk,ct879o,0.25
exn7jro,ct879o,0.479
ey145n1,ct879o,-0.042
ey4q80j,ct879o,0.085
cyaz9xh,3y6p2g,0.146
cyazcy1,3y6p2g,0.489
cyb0g30,3y6p2g,0.146
cyb3qjg,3y6p2g,0.583
cyb3s89,3y6p2g,0.438
cyb3vbw,3y6p2g,0.646
cyb4ct5,3y6p2g,0.271
cyb4e56,3y6p2g,0.333
cyb5ij0,3y6p2g,0.146
cyb8aks,3y6p2g,0.458
cybagab,3y6p2g,0.717
cybainf,3y6p2g,-0.489
cybb1os,3y6p2g,-0.188
cybbvwk,3y6p2g,0.271
cybcdo9,3y6p2g,0.25
cybcick,3y6p2g,0.574
cybcjsk,3y6p2g,0.417
cybcrkk,3y6p2g,0.417
cybd0qy,3y6p2g,0.104
cybda3f,3y6p2g,0.104
cybdhpn,3y6p2g,-0.022
cybf1vr,3y6p2g,-0.104
cybfuyk,3y6p2g,0.021
cybgrqj,3y6p2g,0.146
cybi7f6,3y6p2g,0.5
cybkic6,3y6p2g,-0.104
cybkqb6,3y6p2g,0.5
cybkyp0,3y6p2g,0.167
cybl1qx,3y6p2g,-0.106
cyblc8i,3y6p2g,-0.292
cybtwab,3y6p2g,-0.271
cybunta,3y6p2g,0.085
cyc2ggf,3y6p2g,0.667
cycd6on,3y6p2g,-0.188
cydjlq3,3y6p2g,0.375
cydjqog,3y6p2g,0.396
cye0k4e,3yjsqx,-0.438
cye0qoq,3yjsqx,-0.277
cye10ac,3yjsqx,-0.042
cye1k0d,3yjsqx,-0.489
cye1mzz,3yjsqx,-0.312
cye1yw5,3yjsqx,-0.25
cye61hm,3yjsqx,-0.188
cye66ue,3yjsqx,-0.354
cye6dok,3yjsqx,-0.304
cye72jt,3yjsqx,-0.085
cyegocw,3yjsqx,-0.188
cyek4d5,3yjsqx,0.396
cyen01u,3yjsqx,-0.383
cyen698,3yjsqx,0.688
cyenf91,3yjsqx,-0.417
cyenjrf,3yjsqx,0.604
cyeo0s2,3yjsqx,0.022
cyep4hg,3yjsqx,-0.25
cyeq1gf,3yjsqx,0.125
cyer03o,3yjsqx,-0.625
cyere16,3yjsqx,-0.542
cyerfmd,3yjsqx,-0.104
cyerouq,3yjsqx,-0.426
cyesvzb,3yjsqx,-0.562
cyet6pt,3yjsqx,-0.062
cyetwbg,3yjsqx,-0.438
cyeumsd,3yjsqx,-0.312
cyevhf1,3yjsqx,-0.292
cyevwkc,3yjsqx,0.229
cyewje8,3yjsqx,-0.104
cyewy0n,3yjsqx,-0.375
cyeyywt,3yjsqx,-0.396
cyezh38,3yjsqx,0.188
cyf0ucy,3yjsqx,0.833
cyfehmq,3yjsqx,-0.34
cyfgged,3yjsqx,-0.188
cyfh6qp,3y6p2g,-0.333
d2u07ry,4i0sxm,-0.042
d2u2jwy,4i0sxm,-0.188
d2ulr71,4i0sxm,-0.25
d2um1h6,4i0sxm,-0.417
d2umqr3,4i0sxm,-0.043
d2urx2h,4i0sxm,-0.062
d2uurp1,4i0sxm,-0.239
d2uzifp,4i0sxm,0.128
d2v38nl,4i0sxm,-0.167
d2v49sj,4i0sxm,-0.688
d2vhkhv,4i0sxm,-0.188
d2vnmti,4i0sxm,-0.208
d2vvufg,4i0sxm,0.083
d2vxog3,4i0sxm,-0.479
d2vzim3,4i0sxm,-0.229
d2w63xj,4i0sxm,-0.787
d2w7g6m,4i0sxm,-0.375
d2w7nsy,4i0sxm,-0.478
d2wg8mp,4i0sxm,-0.25
d2wynjx,4i0sxm,-0.191
d2wzgoy,4i0sxm,-0.333
d3l5997,4l7qd3,-0.021
d3lerrz,4l7qd3,-0.062
d3lfneg,4l7qd3,0.479
d3lgdau,4l7qd3,0.792
d3lgl4a,4l7qd3,0.562
d3lhg4f,4l7qd3,0.062
d3li9fo,4l7qd3,0.042
d3lim9q,4l7qd3,0.128
d3liqao,4l7qd3,-0.292
d3livkq,4l7qd3,-0.188
d3lixts,4l7qd3,-0.417
d3lj0tw,4l7qd3,0.404
d3lj4og,4l7qd3,0.5
d3ljnud,4l7qd3,-0.065
d3ll4tx,4l7qd3,-0.167
d3llun8,4l7qd3,0
d3lm7tn,4l7qd3,0.021
d3lne76,4l7qd3,0.167
d3lnvrj,4l7qd3,0.064
d3lp89u,4l7qd3,0.062
d3lqqqo,4l7qd3,0
d3lr186,4l7qd3,0.875
d3lslio,4l7qd3,0.646
d3lszjy,4l7qd3,-0.022
d3lu210,4l7qd3,-0.234
d3lvclb,4l7qd3,-0.043
d3lvktn,4l7qd3,-0.688
d3lw49l,4l7qd3,0.292
d3lwdwt,4l7qd3,0.104
d3m0uvd,4l7qd3,0.5
d3m205i,4l7qd3,0.583
d3m2p9q,4l7qd3,-0.208
d3m33vc,4l7qd3,-0.458
d3p4uqf,4lphw3,0.479
d3p5dot,4lphw3,0.062
d3p5mpv,4lphw3,-0.25
d3p5tbi,4lphw3,0.104
d3pcnp0,4lphw3,0.625
d3pcyxi,4lphw3,0.292
d3pitkz,4lphw3,-0.196
d3plr5f,4lphw3,-0.391
d3pmig2,4lphw3,-0.229
d3pmix8,4lphw3,-0.812
d3pojn7,4lphw3,-0.271
d3powck,4lphw3,-0.208
d3poxn4,4lphw3,0
d3pq2nc,4lphw3,-0.208
d3pqr9x,4lphw3,-0.191
d3psept,4lphw3,-0.333
d3puzbf,4lphw3,-0.522
d3pw2z3,4lphw3,0.146
d3pwpqv,4lphw3,-0.562
d3q074m,4lphw3,-0.5
d3q5qmu,4lphw3,-0.708
d3q5rls,4lphw3,-0.083
d3q5ydp,4lphw3,0.333
d4jeboa,4pavk8,-0.064
d4jfsl2,4pavk8,-0.042
d4jgk2b,4pavk8,0.404
d4jign5,4pavk8,-0.146
d4jih7o,4pavk8,-0.042
d4jivpv,4pavk8,0.479
d4jjbiz,4pavk8,-0.292
d4jjn3y,4pavk8,-0.239
d4jl740,4pavk8,-0.104
d4jr75z,4pavk8,-0.146
d4jrwp4,4pavk8,0.109
d4jry0x,4pavk8,0.104
d4jtleh,4pavk8,-0.021
d4jtt3f,4pavk8,-0.062
d4juky4,4pavk8,0.188
d4jusbv,4pavk8,0.021
d4juwu0,4pavk8,-0.125
d4jxs5f,4pavk8,-0.167
d4jy4ky,4pavk8,-0.125
d4jyler,4pavk8,-0.25
d4k0eg1,4pavk8,-0.292
d4k0skq,4pavk8,-0.042
d4k1odx,4pavk8,-0.062
d4k34rw,4pavk8,0.021
d4k3nm1,4pavk8,-0.125
d4kixry,4pavk8,-0.261
d4kk2as,4pavk8,0.396
d4kkxoh,4pavk8,-0.042
d4kkzd8,4pavk8,-0.042
d4kmcls,4pavk8,-0.333
d6gw7t9,4xneqr,-0.375
d6gwhdz,4xneqr,-0.396
d6gwqwf,4xneqr,-0.087
d6gwuvt,4xneqr,-0.292
d6gxbq0,4xneqr,-0.229
d6gxs43,4xneqr,-0.375
d6gyiu6,4xneqr,-0.229
d6h2gd7,4xneqr,-0.688
d6h4q7w,4xneqr,-0.062
d6h53fb,4xneqr,-0.217
d6h54s7,4xneqr,-0.625
d6h5onz,4xneqr,-0.596
d6h5pg1,4xneqr,-0.333
d6h60bk,4xneqr,0.021
d6h6ff9,4xneqr,-0.229
d6h6ity,4xneqr,0.792
d6h6k03,4xneqr,0
d6h6pvv,4xneqr,-0.125
d6h6v91,4xneqr,-0.188
d6h6xxr,4xneqr,-0.196
d6h7dgf,4xneqr,-0.625
d6h7dst,4xneqr,-0.562
d6h7g1l,4xneqr,-0.521
d6h7hpp,4xneqr,-0.458
d6h8eyd,4xneqr,-0.208
d6h8tyg,4xneqr,0.208
d6h8wyr,4xneqr,-0.354
d6h8xjf,4xneqr,0.413
d6h8ye6,4xneqr,-0.333
d6hlsrl,4xneqr,-0.25
d6nwdvo,4yiamy,-0.542
d6nwidi,4yiamy,-0.064
d6nwkln,4yiamy,-0.292
d6ny5lb,4yiamy,-0.5
d6nyfmu,4yiamy,-0.125
d6nymta,4yiamy,-0.417
d6nyyr2,4yiamy,-0.438
d6nz5dl,4yiamy,-0.312
d6o0knu,4yiamy,-0.277
d6o0lul,4yiamy,-0.479
d6o0z0l,4yiamy,-0.312
d6o1hjr,4yiamy,-0.146
d6o2o5x,4yiamy,-0.191
d6o3mfq,4yiamy,0.085
d6o92py,4yiamy,-0.208
d6o9cf7,4yiamy,-0.229
d6o9n4w,4yiamy,-0.396
d6o9qgz,4yiamy,-0.312
d6ofntp,4yiamy,-0.333
d6ooz58,4yiamy,-0.667
d6osk9i,4yiamy,-0.553
d6owy9i,4yiamy,-0.312
d6oxsgz,4yiamy,-0.5
d6oy587,4yiamy,-0.208
d6p59vf,4yiamy,-0.375
d6p7ckw,4yiamy,-0.167
d6p7f4e,4yiamy,-0.312
d6p87gb,4yiamy,-0.333
d6p8bya,4yiamy,-0.333
d6p8esu,4yiamy,-0.34
d6p8j4p,4yiamy,-0.167
d6p8jh3,4yiamy,-0.521
d6pa0t8,4yiamy,-0.125
d6pd4ex,4yiamy,-0.489
d6ykk4q,4yiamy,-0.146
d7t3sue,53hlgi,0.458
d7t3u82,53hlgi,0.646
d7t4183,53hlgi,0.104
d7t481p,53hlgi,0.583
d7t4ki6,53hlgi,-0.188
d7t520n,53hlgi,-0.271
d7t5nx5,53hlgi,-0.091
d7t5sq5,53hlgi,-0.37
d7t6icc,53hlgi,-0.333
d7t6ig2,53hlgi,-0.417
d7t6s69,53hlgi,0.522
d7t7ajb,53hlgi,-0.104
d7t8mm7,53hlgi,-0.383
d7t9zoc,53hlgi,0.625
d7t9zu6,53hlgi,0.25
d7taavq,53hlgi,0.812
d7tamza,53hlgi,-0.109
d7tba46,53hlgi,-0.021
d7tbgr2,53hlgi,-0.271
d7tblp2,53hlgi,-0.354
d7tca3p,53hlgi,0.354
d7tgddw,53hlgi,0
d7tggvw,53hlgi,0.042
d7thsow,53hlgi,0.062
d7thy8q,53hlgi,0.729
d7tjvx0,53hlgi,0.34
d7tmsp3,53hlgi,0.688
d7tnlpm,53hlgi,-0.292
d7tpw35,53hlgi,-0.106
d7tqzyu,53hlgi,0.125
d7trqa2,53hlgi,0.688
d7ts2s2,53hlgi,0.208
d7tsh2h,53hlgi,0.149
d7tt6ku,53hlgi,-0.104
d7twjqw,53hlgi,-0.229
d7uwx8x,53hlgi,0.146
d7v3j6g,53hlgi,0.438
d966r70,597ajw,0.562
d966s3r,597ajw,-0.333
d966s4m,597ajw,-0.479
d966sjf,597ajw,-0.25
d966x3k,597ajw,-0.083
d966xaf,597ajw,-0.125
d966xn8,597ajw,0.511
d96709y,597ajw,0.542
d9670dh,597ajw,0.021
d967224,597ajw,0
d9672si,597ajw,-0.188
d9674zi,597ajw,0.354
d967r6v,597ajw,-0.5
d967tuk,597ajw,0.625
d968qda,597ajw,-0.149
d969ydq,597ajw,-0.062
d969znn,597ajw,0.708
d96dngh,597ajw,-0.167
d96dowd,597ajw,-0.417
d96e6qb,597ajw,0.574
d96flw5,597ajw,-0.021
d96fxms,597ajw,0.208
d96gbjv,597ajw,-0.312
d96gbn6,597ajw,0.167
d96gcu9,597ajw,-0.25
d96gdn1,597ajw,-0.128
d96ggvz,597ajw,0.152
d96gqmc,597ajw,0.208
d96h8al,597ajw,0.146
d96i7uu,597ajw,0.521
d96i8tu,597ajw,0
d96iwnw,597ajw,-0.375
d96kz2u,597ajw,0.532
d96pc40,597ajw,0.106
d9b9s24,59tvmg,-0.617
d9b9smv,59tvmg,-0.396
d9b9wdu,59tvmg,0
d9b9weq,59tvmg,0.109
d9bahu3,59tvmg,-0.479
d9bf1nb,59tvmg,0.25
d9bmbq4,59tvmg,-0.489
d9bpeer,59tvmg,-0.447
d9cam0y,59tvmg,-0.438
d9cb40s,59tvmg,-0.438
d9cbit6,59tvmg,-0.125
d9cbohv,59tvmg,0.021
d9cbvf1,59tvmg,-0.167
d9cbzxv,59tvmg,0.128
d9ccfxg,59tvmg,-0.021
d9ccmqi,59tvmg,-0.396
d9ccndm,59tvmg,-0.292
d9ccs0s,59tvmg,-0.708
d9ceg70,59tvmg,0.521
d9cggfs,59tvmg,-0.062
d9ciaqi,59tvmg,0.087
d9cim6t,59tvmg,-0.583
d9cjgsm,59tvmg,-0.438
d9clurz,59tvmg,-0.479
d9cn3cz,59tvmg,0.208
d9cr62u,59tvmg,-0.234
d9gukpm,5aj5z7,-0.312
d9gywd6,5aj5z7,-0.708
d9gz3ru,5aj5z7,-0.104
d9gz47s,5aj5z7,-0.042
d9gz9rn,5aj5z7,0.021
d9h5isl,5aj5z7,-0.104
d9h6an6,5aj5z7,-0.188
d9h7tdq,5aj5z7,-0.468
d9h8gt4,5aj5z7,-0.312
d9hb8ja,5aj5z7,-0.125
d9hbrdc,5aj5z7,-0.417
d9hck0f,5aj5z7,-0.438
d9hd9lc,5aj5z7,-0.298
d9hdbon,5aj5z7,-0.354
d9hdo4z,5aj5z7,-0.417
d9hdowc,5aj5z7,-0.511
d9heapr,5aj5z7,-0.298
d9hg470,5aj5z7,-0.042
d9hibkn,5aj5z7,-0.25
d9hiuec,5aj5z7,-0.021
d9hkvu6,5aj5z7,-0.438
ddhie4v,5sst1s,-0.125
ddhieov,5sst1s,-0.217
ddhiluh,5sst1s,-0.326
ddhimf0,5sst1s,-0.021
ddhimog,5sst1s,-0.333
ddhiqn9,5sst1s,-0.375
ddhiuch,5sst1s,-0.271
ddhjb11,5sst1s,0.667
ddhknyg,5sst1s,-0.146
ddhmebs,5sst1s,-0.583
ddhmin9,5sst1s,0.435
ddhniqu,5sst1s,-0.5
ddhp7mu,5sst1s,0.417
ddhprzm,5sst1s,-0.37
ddhugrb,5sst1s,0.521
ddhy58o,5sst1s,0.292
ddi3jm2,5sst1s,-0.312
ddi3wja,5sst1s,0.17
ddi4h7w,5sst1s,-0.149
ddigpn5,5sst1s,0.809
ddiific,5sst1s,-0.375
ddij1sl,5sst1s,-0.167
ddijgpr,5sst1s,-0.271
ddil8w6,5sst1s,-0.064
ddim6ra,5sst1s,-0.521
dditphh,5sst1s,-0.167
ddiw3gg,5sst1s,0.042
ddiwg5w,5sst1s,0.542
ddiwt64,5sst1s,-0.292
ddixitw,5sst1s,-0.292
ddiy9g8,5sst1s,0.064
ddiyixy,5sst1s,-0.604
ddj55g6,5sst1s,-0.146
ddjckpd,5sst1s,-0.042
ddjdgmc,5sst1s,-0.229
ddjx1cv,5sst1s,-0.083
ddkgt4p,5sst1s,-0.333
dfmihzj,62h410,0.875
dfmjy7x,62h410,0.125
dfmqndq,62h410,0.042
dfmr7p5,62h410,-0.271
dfmufvt,62h410,0.75
dfmvmrr,62h410,-0.229
dfmym0d,62h410,-0.354
dfmyo16,62h410,-0.292
dfmytmx,62h410,-0.188
dfn2vw9,62h410,0.917
dfn458o,62h410,-0.208
dfn46ze,62h410,-0.354
dfn8ie9,62h410,-0.178
dfn9nv5,62h410,0.833
dfndg3k,62h410,-0.625
dfndvf6,62h410,-0.574
dfne3i2,62h410,0.542
dfngi1p,62h410,0.604
dfnouxz,62h410,-0.208
dfnq7lj,62h410,0.396
dfnrhf1,62h410,-0.417
dfnsgv1,62h410,0.208
dfnyarx,62h410,-0.292
dfnzc98,62h410,-0.396
dfto4kt,62h410,-0.042
dftpgre,63fpyv,0.043
dftq4qp,63fpyv,-0.208
dftr40z,63fpyv,-0.229
dfts1j2,63fpyv,-0.479
dftu1jr,63fpyv,-0.396
dfty370,63fpyv,0.083
dfu16ix,63fpyv,0.125
dfu3bju,63fpyv,-0.229
dfu3clo,63fpyv,-0.271
dfu46kt,63fpyv,-0.562
dfu6gd8,63fpyv,-0.447
dfu75cw,63fpyv,-0.104
dfua1td,63fpyv,-0.021
dfuapf1,63fpyv,0.543
dfudf6f,63fpyv,-0.229
dfudp5v,63fpyv,0.375
dfufuvr,63fpyv,0.875
dfuh3nk,63fpyv,0.458
dfuhlm1,63fpyv,0.417
dfujbgc,63fpyv,-0.062
dfukbgs,63fpyv,0.25
dfukf59,63fpyv,-0.447
dful85g,63fpyv,0.458
dfuppjp,63fpyv,-0.25
dfuq1kq,63fpyv,0.596
dfuqjdt,63fpyv,-0.043
dfuqz4p,63fpyv,-0.146
dfurk2g,63fpyv,-0.104
dfurtlu,63k7gs,0.479
dfutfv5,63k7gs,0.417
dfuti9f,63k7gs,0.146
dfutw81,63k7gs,-0.426
dfuu8sk,63k7gs,-0.106
dfuueuf,63k7gs,0.062
dfuumb4,63k7gs,-0.188
dfuumg7,63fpyv,-0.042
dfuuopk,63k7gs,-0.167
dfuv08o,63k7gs,0.396
dfuwri3,63k7gs,-0.362
dfux5xv,63k7gs,0.354
dfux6p0,63k7gs,-0.521
dfuxg2y,63k7gs,0.25
dfv0a2f,63k7gs,-0.085
dfv1fw8,63k7gs,0.542
dfv1kcw,63fpyv,-0.625
dfv65nu,63k7gs,0.146
dfv6e8g,63k7gs,0
dfv6gxa,63k7gs,0.417
dfv7kfq,63k7gs,-0.109
dfv8ff0,63k7gs,-0.354
dfv8hwd,63k7gs,-0.354
dfvcjne,63k7gs,0.761
dfvclmf,63k7gs,0.917
dfveipx,63k7gs,0.043
dfvetuv,63k7gs,0.167
dfvh6hs,63k7gs,-0.271
dfvi3sq,63k7gs,-0.064
dfviq4v,63k7gs,0.156
dfvjwco,63k7gs,0.188
dfvyokq,63k7gs,0.312
dfwyfo2,63k7gs,0.396
dg1d915,64dqwo,-0.25
dg1pktv,64dqwo,-0.083
dg1qi04,64dqwo,-0.191
dg1qrci,64dqwo,-0.292
dg1rsbt,64dqwo,-0.292
dg1sg4o,64dqwo,0.938
dg1ssxd,64dqwo,0.13
dg1sta2,64dqwo,-0.729
dg1uab2,64dqwo,0.583
dg1xwhr,64dqwo,0.104
dg1ya1e,64dqwo,-0.021
dg1zp37,64dqwo,0.271
dg228dn,64dqwo,-0.312
dg2365p,64dqwo,-0.104
dg242ks,64dqwo,-0.149
dg24x6p,64dqwo,0.208
dg256kg,64dqwo,0.25
dg26r3c,64dqwo,-0.062
dg274n3,64dqwo,-0.479
dg28rvf,64dqwo,-0.062
dg2a6u6,64dqwo,-0.312
dg2aahl,64dqwo,0.37
dg2af3i,64dqwo,-0.208
dg2bc7a,64dqwo,-0.354
dg2fypl,64dqwo,0
dg2i9y3,64dqwo,-0.087
dg2jxmw,64dqwo,-0.042
dg2ksma,64dqwo,-0.229
dg2m8tg,64dqwo,0.042
dg30nxg,64dqwo,-0.292
dg35fw4,64dqwo,0
dg35i5w,64dqwo,0.125
dg36ko5,64dqwo,-0.167
dg38ffz,64dqwo,-0.043
dlb99v2,6sa8ga,-0.25
dlbbn6u,6sa8ga,-0.146
dlbd519,6sa8ga,-0.125
dlbeal5,6sa8ga,0.292
dlbefhs,6sa8ga,-0.106
dlbep54,6sa8ga,0.021
dlbezt6,6sa8ga,0.354
dlbf23n,6sa8ga,0
dlbf5of,6sa8ga,0.196
dlbf7rs,6sa8ga,0.085
dlbfdv5,6sa8ga,0.083
dlbffuh,6sa8ga,0.085
dlbfpeo,6sa8ga,-0.417
dlbfyn1,6sa8ga,0.208
dlbgiem,6sa8ga,0.271
dlbguic,6sa8ga,-0.277
dlbh9m8,6sa8ga,0.208
dlbkcam,6sa8ga,-0.362
dlbkj5w,6sa8ga,0.125
dlbkqq9,6sa8ga,0.191
dlbl6uc,6sa8ga,0.604
dlbldgg,6sa8ga,0.021
dlbnilw,6sa8ga,-0.021
dlbt9wt,6sa8ga,-0.104
dlby5zf,6sa8ga,0.042
dlc2l2c,6sa8ga,0.167
dlc4nrf,6sa8ga,0.146
dlc5z2q,6sa8ga,-0.062
dlc86cn,6sa8ga,-0.146
dlcnnuj,6sa8ga,0.271
dmtotzt,6za8t4,-0.333
dmty8bl,6za8t4,-0.146
dmu7buf,6za8t4,-0.562
dmu7m36,6za8t4,-0.085
dmu8b4w,6za8t4,-0.375
dmuaaw4,6za8t4,-0.312
dmug1tx,6za8t4,0.638
dmugo7y,6za8t4,-0.271
dmulirj,6za8t4,-0.191
dmulw3s,6za8t4,-0.25
dmunzzf,6za8t4,-0.396
dmupokr,6za8t4,-0.417
dmuq6rk,6za8t4,-0.417
dmuqcoe,6za8t4,-0.638
dmuqws7,6za8t4,-0.417
dmurdh6,6za8t4,-0.458
dmutls0,6za8t4,-0.292
dmuv4k5,6za8t4,-0.188
dmuxxzm,6za8t4,-0.217
dmuyh10,6za8t4,-0.562
dmv03te,6za8t4,-0.128
dmv0bvn,6za8t4,-0.326
dmv53cm,6za8t4,-0.125
dmv8wls,6za8t4,-0.378
dmvdc8p,6za8t4,-0.304
dmvdlap,6za8t4,-0.062
dmvfrdc,6za8t4,-0.229
dny5qgv,74gz19,-0.638
dny6abu,74gz19,0.208
dnyaai7,74gz19,0.188
dnybla0,74gz19,0.396
dnyc568,74gz19,0
dnycq7y,74gz19,0.396
dnyeirf,74gz19,-0.17
dnyepl4,74gz19,0.083
dnyeugs,74gz19,0.292
dnyhfly,74gz19,0.042
dnyhq72,74gz19,0.229
dnyielj,74gz19,0.083
dnyqede,74gz19,0.292
dnyqhb8,74gz19,-0.021
dnyr0oa,74gz19,-0.083
dnyryb2,74gz19,-0.229
dnysw5f,74gz19,0.167
dnyt2i8,74gz19,-0.208
dnyw91k,74gz19,-0.062
dnywjmd,74gz19,0.271
dnywsba,74gz19,0.375
dnywxq0,74gz19,-0.125
dnyx9na,74gz19,0.167
dnyza7g,74gz19,-0.021
dnz1zuy,74gz19,0.479
dnz2nlh,74gz19,0.17
dnz6wjp,74gz19,-0.125
dnz8pjw,74gz19,-0.375
dnz8qbz,74gz19,-0.625
dnz8uc7,74gz19,-0.128
dnz93bb,74gz19,-0.146
dnz9bxj,74gz19,-0.146
dnzaef8,74gz19,0.128
dnzco14,74gz19,-0.125
dnzdetb,74gz19,0.062
dnzffks,74gz19,-0.125
dnzgpej,74gz19,0
dnzj8ll,74gz19,0.17
dnzl1jf,74gz19,0.188
dnzliv3,74gz19,0.146
dnzopuc,74gz19,-0.188
do01ick,74gz19,0.042
do3x5mf,756rkp,-0.667
do3xfz5,756rkp,-0.362
do3xpb6,756rkp,-0.333
do3xvuc,756rkp,-0.458
do3y75g,756rkp,-0.625
do42sjd,756rkp,-0.208
do434v9,756rkp,-0.167
do43ahc,756rkp,-0.304
do43lgy,756rkp,-0.239
do43s27,756rkp,-0.25
do44jox,756rkp,-0.083
do454mv,756rkp,-0.354
do4627a,756rkp,-0.604
do46d3w,756rkp,-0.146
do46f7j,756rkp,0.152
do47fnn,756rkp,-0.208
do49r07,756rkp,0.25
do4a7nh,756rkp,-0.277
do4alki,756rkp,-0.234
do4bdp4,756rkp,-0.417
do4ddgn,756rkp,-0.375
do4e6zw,756rkp,-0.625
do4ebad,756rkp,-0.396
do4fbei,756rkp,-0.25
do4fckt,756rkp,-0.283
do4fqcb,756rkp,-0.333
do4if9o,756rkp,-0.229
do4jvrw,756rkp,0.688
do4nj4w,756rkp,-0.375
do4ouce,756rkp,-0.229
do4r21p,756rkp,-0.413
do5hwr2,756rkp,-0.312
do5ifoy,756rkp,-0.208
do5iyna,756rkp,-0.34
do5jlkx,756rkp,0.083
do5vamu,756rkp,-0.417
do9sg5d,75typn,-0.354
doayxgo,75typn,-0.375
